a,b,c,d,exp
554.84,106.42,939.72,935.24,1191856.344
512.93,850.4,190.11,822.67,300061.667
372.4,115.07,793.74,191.01,768895.9576
641.44,180.93,763.92,525.76,995544.8
415.78,881.18,984.15,147.74,1141571.971
897.73,928.2,206.57,134.7,848725.0178
800.94,807,201.7,626.66,682814.4336
112.56,857.53,599.94,171.52,372769.2772
547.1,971.3,321.83,375.21,403268.1689
208.65,667.66,932.76,997.79,914573.8301
238.06,968.93,953.36,282.89,965850.7432
714.6,693.92,378.59,599.8,654583.3481
654.89,920.88,636.82,581.08,835001.7045
481.13,384.47,995.25,364.2,1222372.839
617.12,230.02,589.41,315.74,728556.9825
418.52,494.73,435.3,700.44,365345.5204
916.95,433.41,670.06,465.35,1290243.056
125.25,657.66,340.48,819.44,132433.6329
757.83,154.03,660.2,328.45,1010498.799
597.69,863.96,721.74,163.35,878305.3137
416.41,630.11,388.25,896.44,325031.7906
533.49,168.46,106.66,391.57,296379.5057
115.89,250.66,922.76,415.51,865332.0197
168.74,178.22,784.71,168.12,644411.0917
668.88,579.37,159.02,450.46,473138.2748
372.69,808.72,511.22,287.42,400531.1445
551.13,981.83,784.72,650.38,920180.1353
551.63,381.76,994.03,812.73,1293204.028
986.46,685.41,330.69,690.23,1083149.438
789.99,300.05,661.91,200.43,1062409.478
179.33,755.28,122.31,386.25,47505.235
722.88,688.9,213.41,616.76,568716.0825
932.14,501.96,390.26,470.93,1021658.777
772.82,489.89,796.81,647.05,1232803.979
429.54,882.57,474.06,551.92,409789.4152
305.37,808.3,606.71,320.07,461667.931
224.01,508.32,175.56,137,81138.7937
458.02,329.3,480.99,200.68,441334.3805
893.51,173.14,207,783.36,841992.4801
134.21,676.98,599.56,999.41,378483.9277
569.49,696.06,704.85,367.68,821500.0626
992.02,590.98,638.89,115.79,1392399.903
128.49,851.55,456.16,583.22,225174.8457
435.8,495.99,372.3,930.38,329459.31
948.19,874.25,994.23,597.23,1888154.799
760.33,132.93,870.63,559.23,1336657.536
354.15,744.87,517.41,796.11,393931.4406
891.67,706.89,514.58,270.08,1060138.045
746.87,225.19,667.38,716.08,1003926.941
629.2,141.68,675.01,120.67,851651.8101
872.81,578.95,630.16,614.55,1159513.472
741.81,317.18,971.59,313.51,1494582.714
908.2,565.92,461.56,657.04,1038521.914
408.93,495.11,113.78,965.62,181135.2533
506.21,354.89,137.17,845.86,275910.033
611.57,927.62,983.67,272.68,1341897.214
318.6,148.28,253.39,298.29,166010.7421
759.54,499.71,996.37,591.87,1570246.059
284.32,320.78,611.46,277.51,454998.704
435.22,751.57,115.56,327.13,203097.692
690.32,325.7,808.52,538.31,1130784.603
835.17,278.24,517.05,589.27,965438.9014
861.88,386.14,491.43,211.53,984552.1093
418.18,663.46,549.48,178.93,476981.7128
481.41,948.58,594.93,646.08,586343.373
871.42,821.3,461.01,697.06,972600.0965
224.77,290.7,122.68,333.97,65905.9053
956.82,406.42,532.71,748.24,1200032.697
832.05,858.08,619.71,574.52,1076922.207
753.43,416.48,813.43,185.67,1229510.8
689.71,613.54,677.13,124.58,934329.501
640.76,205.85,551.79,498.51,715544.0917
493.65,241.84,412.98,179.12,414421.9229
612.94,869.92,666.53,210.62,820168.3045
498.09,517.18,753.91,724.16,817198.0962
479.53,612.3,486.01,411.31,466566.051
863.17,380.77,766.63,783.18,1333567.186
267.44,808.77,752.04,466.09,637554.4052
388.16,810.44,526.66,743.52,428782.4612
778.74,708.66,477.54,950.84,835431.2792
919.35,791.88,293.33,799.46,932046.3714
569.12,754.69,639.63,562.69,733586.8013
685.44,778.38,617.19,631.11,851382.5997
344.91,747.3,594.53,143.61,472572.439
446.08,399.47,121.48,720.18,214464.9368
750.54,134.41,248,574.74,625389.0316
987.04,932.45,114.06,811.45,988069.0952
833.99,202.16,666.86,548.39,1140789.97
165.61,501.17,728.27,278.46,558082.325
787.05,783.4,684.91,213.62,1088763.031
410.95,132.2,670.89,208.64,619181.9346
287.53,218.56,776.3,724.45,686039.6409
382.65,210.97,460.58,464.75,359019.7089
635.9,966.29,462.34,142.63,618269.7156
604.32,850.45,460.56,152.08,577470.256
525.88,250.32,590.72,316.09,625815.9828
760.53,991.55,369.93,213.28,715467.3658
600.45,326.03,816.27,924.1,1027761.015
315.54,834.48,219.01,567.92,148098.7917
288.43,806.27,442.34,659.85,279516.3905
555.92,548.58,210.16,158.01,353372.282
865.71,838.32,272.54,763.65,824495.5057
927.49,688,383.6,363.69,1007750.35
710.84,147.65,570.27,243.24,830744.6185
759.9,287.44,375.55,278.61,718764.4225
474.15,653.68,464.61,534.51,441215.1846
100.31,634.24,343.36,958.37,128916.5557
977.47,297.78,152.11,956.79,979541.843
883.06,360.91,664.77,972.22,1222686.337
845.72,407.17,844.56,243.1,1428767.012
470.97,341.11,330.65,376.29,331518.4534
442.31,771.02,477.61,771.06,424520.5082
721.36,128.01,916.46,209.89,1360469.071
294.77,287.33,640.65,109.43,497431.2054
932.04,725.44,889.63,442.47,1660582.569
480.02,290.46,840.01,854.49,936890.4905
873.1,925.27,771.4,582.73,1357944.3
370.48,330.81,818.4,613.26,807647.2504
964.14,513.08,316.93,616.41,1030626.975
905.03,259.19,713.8,595.4,1329185.141
426.55,613.4,153.67,680.34,206239.7114
484.24,745.01,461.37,140.14,447490.7945
313.63,303.41,581.43,574.4,436999.0218
465.74,228.09,794.43,753,848785.7725
594.41,474.62,782.03,204.56,965098.729
695.19,298.49,293.99,654.78,570374.0362
403.37,566.1,133.05,452.39,180862.0494
330.28,822.94,123.51,263.84,124603.4385
451.7,301.21,201.89,557.16,245349.6221
228.21,436.16,581.99,442.6,391234.7642
155.36,393.61,137.2,448.06,43408.6296
720.41,397.23,828.33,664.17,1205785.327
413.42,149.43,525.27,979.01,447803.6793
692.08,301.16,172.73,566.51,509376.8893
247.32,117.72,605.6,646.58,428565.1224
483.95,765.3,907.09,497,1057516.871
784.07,478.12,692.79,116.24,1094839.989
390.48,735.5,537.35,745.76,441965.4129
444.7,145.66,559.61,762.3,511683.7421
578.44,745.6,625.33,125.23,725755.6725
400.48,990.49,714.88,737.36,672175.0048
716.38,986.46,411.37,700.66,683126.2413
995.26,998.39,828,900.46,1677026.928
554.52,634.29,153.36,226.55,331238.27
137.92,287.25,511.7,252.35,281111.1664
950.14,935.4,198.02,596.87,942574.81
421.63,857.38,994.76,676.12,1167995.435
407.61,762.11,127.15,283.37,182596.4046
278.82,656.8,799.21,489.29,716966.5065
470.61,721.23,219.71,324.22,270070.4762
671.11,615.86,546.46,288.93,749296.0937
913.05,553.2,965.9,381.06,1767004.173
578.26,178.59,530.08,759.77,616129.204
248.76,437.22,427.6,757.95,245481.2476
411.95,705.17,608.92,251.85,540738.2189
476.72,545.77,860.15,419.57,967539.5509
784.8,617.47,169.12,548.44,645061.0544
454.58,150.15,487.72,681.85,445195.6248
868.76,577.98,286.47,708.24,837517.2385
121.61,500.23,168.58,425.8,43634.0085
289.69,317.77,286.59,996.15,167050.2742
437.23,895.68,202.31,647.93,232747.339
194.02,991.72,991.34,922.53,1021321.286
875.47,387.9,423.89,673.31,946803.763
386.26,483.72,124.92,349.43,165151.224
970.49,728.34,711,623.57,1447995.41
795.9,568.66,387.78,484,784314.1384
914.02,733.33,490.27,611.03,1076408.263
742.97,843.54,486.28,906.67,789379.3293
402.04,794.69,603.32,416.7,526047.884
990.64,722.41,752.86,781.48,1548947.269
332.67,799.45,521.32,625.55,383069.4213
133.07,182.5,691.21,222.23,495701.119
674.94,333.72,209.09,833.51,500096.1417
600.81,329.27,829.98,802.57,1050642.027
885.85,756.38,568.11,733.48,1108212.675
596.38,669.16,686.5,479.25,827430.6044
668.63,558.38,791.88,835.96,1074975.971
506.24,512.55,833.33,846.93,951564.7565
619.87,615.43,932.52,479.11,1254311.477
748.22,823.72,119.97,779.44,575005.4093
214.8,352.49,709.64,900.22,550628.1896
179.68,282.34,766.6,701.89,620662.3524
247.74,470.55,580.02,184.77,397983.078
171.81,729.14,540.38,664.43,322193.6505
201.13,490.94,416.69,671.23,214755.063
194.69,399.72,833.28,360.22,732619.9745
393.08,603.57,482.33,956.7,388110.8153
526.69,319.12,989.91,762.7,1258086.864
280.89,733.55,780.95,393.39,689175.4846
849.47,210,702.27,384.47,1215166.904
278.19,673.95,973.94,146.92,1026095.72
124.45,441.61,997.75,156.51,1011149.375
718.8,412.31,512.01,146.62,778974.3001
980.53,945.42,155.39,628.51,986213.643
562.23,889.77,756.08,404.23,888163.7693
976.36,329.74,716.82,363.88,1467473.642
647.15,899.72,347.79,412.93,540173.9366
863.99,129.02,235.17,444.25,802227.899
478.78,864.63,703.54,279.12,724477.94
490.68,162.87,933.47,806.48,1112939.583
922.45,224.46,451.99,231.38,1055440.343
575.89,203.97,520.79,881.32,603752.8362
843.05,781.3,758.4,605.45,1286509.313
733.37,299.5,214.69,545.8,584469.153
913.01,316.28,627.73,579.26,1228211.473
673.86,357.14,244.88,899.28,514952.794
951.14,595.91,869.49,909.68,1661589.84
784.54,379.54,774.62,897.42,1216436.576
906.34,690.12,578.12,886.96,1156561.89
686.47,953.49,566.14,187.88,791943.4405
926.64,564.53,135.1,737.83,877651.5296
209.07,529.86,281.97,669.08,123886.4258
956.27,315.74,650.32,989,1338357.415
777.34,426.41,233.9,412.14,659378.8256
764.19,519.64,905.98,110.9,1404897.017
650.65,228.7,586.85,220.78,767959.125
586.48,791.09,649.24,856.5,766327.868
182.89,783.59,491.69,360.54,275568.3482
901.03,407.96,870.9,415.9,1570737.771
998.96,321.75,313.01,852.07,1096748.412
816.53,733.96,452.6,431.81,871999.8109
400.01,308.09,592.72,143.02,511468.0185
154.88,355.29,471.53,869.56,247197.9153
947.77,872.39,903.25,402.9,1714531.435
895.56,136.4,957.32,767.09,1719256.386
856.09,701.69,439.52,827.23,926895.1485
176.67,406.48,240.57,523.87,89610.0838
467.3,363.68,123.98,821.08,234561.4104
143.51,764.46,239.42,196.84,78113.8965
269,648.24,255.26,869.9,138388.5676
318.73,683.82,119.02,422.32,116176.8933
865.04,506.42,417.02,186.57,922386.452
664.04,523.99,944.65,523.23,1333835.974
787.83,374.42,184.08,490.72,655052.2753
789.87,191.84,551.07,423.21,927995.9718
116.59,799.16,732.94,363.56,551157.8317
411.43,721.48,398.54,773.98,328882.7565
241.91,191.64,198.21,745.63,98553.2822
478.17,641.29,930.26,762.62,1094792.837
840.81,267.72,604.04,254.08,1072079.858
229.91,340.32,410.48,916.69,222269.1285
321.16,835.39,872,760.78,864288.5256
911.5,686.21,540.01,975.4,1123418.45
737.23,678.79,577.05,123.6,876618.3754
575.02,939.39,788.41,608.71,952847.0385
816.65,226.74,357.85,904.64,795878.485
490.38,578.63,526.36,533.11,518060.504
774.35,954.49,878.37,386.74,1371538.519
639.8,577.48,812.9,304.84,1070455.29
294.86,216.07,791.28,916.05,713982.508
154.76,979.59,818.29,651.61,694200.7917
748.55,864.65,150.01,878.24,583708.3426
402.55,968.49,747.3,700.82,721204.6125
413.4,781.27,944.02,105.85,1062179.17
136.66,978.6,524.68,398.28,294363.338
746.78,981.55,285.82,987.49,640360.9308
961.83,314.43,862.92,912.97,1670660.845
410.8,935.46,222.87,520.77,218948.4469
115.22,377.17,478.93,212.98,242862.5733
716.26,231.47,514.21,402.19,777842.5017
924.22,184.3,773.62,198.47,1452868.983
881.55,578.2,102.74,119.6,787805.5101
484.29,989.72,777.56,755.68,839892.0377
671.99,514.82,846.54,521.86,1168722.392
896.62,579.09,970.37,724.38,1746269.741
416.3,597.69,112.87,797.92,186843.2469
192.7,760.32,340.82,541.72,153833.2824
123.44,334.73,736.53,952.94,558666.8145
113.71,122.94,597.62,545.54,370625.1685
544.94,483.66,946.2,284.27,1192538.314
504.88,682.93,606.21,940.94,623335.3185
576.18,656.81,960.1,218.94,1253994.342
228.99,520.02,202.16,888.65,94193.7357
936.93,322.97,267.91,342.01,949955.603
546.85,329.5,936.83,593.77,1177289.141
459.01,879.4,779.75,373.07,819073.3126
848.81,435.44,400.07,125.46,880659.881
452.43,912.63,472.93,898.36,429254.0498
208.81,690.62,701.3,961.06,536384.3661
483.21,958.18,835.07,456.96,931290.769
359.61,552.44,339.18,120.9,244483.3245
323.67,105.2,774.46,606.03,705156.5905
261.84,400.21,503,885.61,322454.7956
344.95,123.42,856.8,948.53,854045.2725
235.55,706.89,974.3,177.08,1004921.373
282.31,351.43,243.01,359.52,139112.3162
647.17,439.99,891.57,423.49,1214149.564
277.32,972.32,790.4,381.95,702020.4924
831.26,963.16,832.18,724.54,1384241.28
742.12,687.52,912.79,721.56,1384649.239
614.79,798.93,361.74,668.61,509491.1817
943.03,127.44,588.15,146.01,1235372.013
755.99,518.34,175.08,222.83,602396.7165
688.5,388.22,837.12,871.84,1175673.984
225.7,144.84,245.32,231.08,111353.4724
929.66,546.27,972.34,800.63,1810513.421
891.21,332.93,578.8,855.81,1130120.514
348.95,356.79,659.03,571.3,556657.9434
726.71,845.1,307.4,518.26,623120.4441
113.25,968.87,778.91,832.23,620358.5806
360.69,258.57,969.04,445.28,1069581.078
745.27,738.94,651.73,223.64,980403.0058
269.02,664.52,438.24,378.94,264804.998
674.08,882.76,283.15,424.87,534982.6389
186.2,980.45,376.97,555.17,177331.9909
137.92,994.15,887.44,735.84,807307.52
549.74,618.96,830.47,106.64,992001.1285
113.05,494.56,320.83,208.8,115920.9914
254.43,417.05,375.4,117.15,205776.9349
869,892.47,290.29,996.19,840425.4741
734,911.35,139.68,410.44,558676.9424
879.06,454.13,336.92,929.81,887191.38
443.33,948.33,908.01,870.63,1021894.279
981.08,818.79,851.69,732.62,1688626.443
219.83,721.12,683.36,982.31,516288.4285
297.1,542.54,607.64,679.89,458174.6696
336.59,511.66,438.91,547.1,306481.9162
710.16,504.93,832.37,786.44,1197953.483
953.49,271.05,679.68,661.84,1371769.923
212.9,345.34,433.73,181.16,233629.2829
959.1,823.68,571.29,896.47,1247141.544
611.4,804.72,767.21,740.73,963161.8741
396.85,320.58,668.32,469.69,604611.2349
757.91,512.72,813.44,307.04,1236419.242
826.92,791.11,717.96,378.05,1199641.298
873.76,527.68,120.37,646.36,778591.8345
499.48,808.53,943.52,938.12,1140648.381
886.17,989.72,739.29,281.67,1332128.643
581.53,469.48,483.11,356.14,571928.553
944.44,838.62,734.9,928.63,1432973.554
470.84,466.51,127.36,787.42,238698.2952
396.81,683.11,953.17,433.42,1066424.645
613.7,158.45,863.07,135.93,1121653.445
420.63,614.86,191.16,747.92,214219.6625
158.93,644.45,402.61,253.67,187607.227
640.13,642.62,506.65,886.87,667347.5094
342.22,618.13,680.43,893.27,580992.7833
572.33,316.97,589.13,526.57,675162.3558
180.24,866.47,548.28,549.14,333646.556
861.75,117.8,476.09,981.85,970256.6006
545.89,517.06,733.36,270.28,836083.0617
318.54,569.26,234.69,804.59,157351.7177
562.73,584.87,658.67,662.14,751173.3618
763.02,984.41,852.89,910.37,1310531.243
899.09,404.43,582.23,127.75,1147482.351
953.05,168.86,706.53,221.25,1407710.193
202.87,176.13,865.6,811.94,791231.5369
476.57,703.44,460.73,988.22,440379.3178
980.07,122.6,853.07,407.31,1688672.94
945.58,528.54,235.72,147.81,949833.2648
725.96,597.07,736.65,469.77,1070140.914
399.48,842.72,592.7,936.02,511813.5804
262.04,105.05,558.07,132.77,380239.8565
349.69,734.37,545.93,935.62,421258.281
815.52,935.94,142.28,767.39,686083.8588
976.69,379.61,714.64,260.11,1464893.796
493.03,333.5,721.32,176.1,763557.2233
743.45,826.22,262.09,327.06,621736.1306
957.68,774.17,287.55,213.65,1000049.635
532.36,690.67,616,198.68,663061.8496
956.14,369.7,195.75,352.16,952873.9221
643.24,217.54,503.24,806.9,667815.0952
754.7,468.78,128.59,170.83,586278.3081
135.47,633.21,748.06,671.79,578617.6745
302.6,866.84,696.16,307.42,576512.9256
446.47,908.45,226.24,705.18,251225.1785
483.71,763.02,483.35,139.62,467742.2066
904.25,612.78,133.22,843.18,836258.8109
298.61,417.01,402.37,819,251888.549
263.45,515.6,857.88,846.92,806210.9169
258.39,427.01,195.79,394.24,105493.3562
468.54,629.7,955.15,912.91,1132754.164
499.88,996.84,386.28,695.51,399787.7628
986.36,645.15,681.8,571.76,1438329.05
767.04,651.48,436.48,437.15,779302.302
596.75,624.37,158.27,899.51,382059.4654
601.03,662.87,721.83,531.9,882807.5098
879.79,260.67,253.25,579.51,838745.5166
331.65,261.63,124.52,147.8,125644.7529
812.09,189.76,533.16,881.1,944630.8537
236.44,192.85,584.12,280.79,397380.838
261.23,403.49,728.63,592.49,599735.2798
708.2,886.22,743.9,731.61,1055666.06
126.35,920.57,486.01,261.01,252431.0526
698.27,729.13,377.49,624.27,630703.963
875.2,684.76,308.27,404.05,861409.4829
550.41,374.58,901.35,131.16,1115514.151
516.41,835.33,857.25,770.55,1002327.401
242.59,741.58,329.65,127.52,167646.5506
452.31,799.14,606.49,467.92,572882.3762
332.29,650.82,889.57,155.17,901906.599
304.7,377.45,645.7,920.1,510690.68
272.39,254.31,183.76,872.93,108836.9797
991.31,680.05,267.38,279.75,1054467.331
371.67,267.26,216.68,405.39,185494.2013
890.49,148.53,360.85,602.28,923787.4426
128.83,576.2,681.55,806.89,481914.4614
682.98,712.92,844.78,280.14,1180395.069
624.52,668.82,583.4,822.43,731203.2204
348.2,164.1,526.47,617.94,399031.8409
448.24,826.74,873.7,670.69,964941.4776
184.73,350.76,379.6,835.34,179056.6729
284.36,218.69,723.97,208.85,605202.0205
216.11,205.84,197.1,822.56,86374.5021
910.21,712.32,136.74,131.79,847311.8617
496.36,796.42,513.52,425.93,510501.97
961.37,541.59,885.83,513.36,1709440.426
181.49,236.61,131.7,294.76,50578.2701
389.04,457.45,272.11,201.58,225597.5537
355.97,716.22,984.62,756.75,1096947.935
429.05,506.41,887.59,325.23,972225.1406
966.15,705.48,586.47,967.17,1278360.053
816.75,775,832.13,849.67,1360370.569
295.84,170.97,367.83,612.98,223433.1945
947.36,442.05,200.74,619.19,938406.7072
210.77,519.38,481.08,793.43,276655.3893
813.8,551.91,572.52,311.43,990361.0204
636.44,244.96,239.1,719.49,462944.1736
410.94,269.15,239.02,924.42,226926.664
832.55,569.93,622.76,674.86,1081644.38
456.48,475.12,692.43,365.22,688198.5153
960.99,947.01,505.85,210.44,1179596.443
380.49,494.66,854.31,215.53,874833.7462
939.76,330.26,344.2,210.18,1001832.678
514.15,547.11,239.22,311.7,321888.1309
725.59,927.08,396.69,470.33,684314.1342
239.37,121.23,861.87,773.5,800891.3938
616.54,673.1,807.55,656.66,1032915.234
791.87,754.09,981.04,927.26,1590424.839
420.28,613.08,305.11,511.64,270239.0305
971.56,287.35,450.81,155.83,1147314.32
161.61,928.88,832.64,132.82,719539.9817
526.34,380.59,787.58,823.88,898139.932
722.29,147.76,574.73,786.5,852803.917
717.02,596.31,193.77,683.46,552347.9533
989.36,955.05,382.35,342.42,1125367.152
524.84,867.76,712.94,188.46,783928.9292
129.01,716.48,312.15,140.66,114221.8626
893.82,169.45,673.61,244.88,1252909.505
605.84,214.83,179.46,994.28,400242.2772
324.36,348.08,756.25,124.05,677247.5221
915.9,347.47,609.85,643.15,1211432.983
425.36,286.56,738.72,514.3,727152.668
469.24,209.14,250.39,480.2,283361.5297
820.27,384.86,495.84,148.73,918848.9085
717.42,523.52,388.15,113.68,665465.5589
796.49,199.11,751.62,942.07,1200271.015
230.63,678.36,630.43,580.61,451212.7918
926.45,738.73,691.99,232.57,1337392.333
248.67,883.61,661.38,578.02,499838.2933
858.39,485.36,121.43,396.03,751974.667
469.11,447.44,513.04,153.82,483428.0537
328.86,900.62,102.28,869.29,119479.388
922.03,935.91,259.46,407.54,917866.3525
575.65,918.13,792.85,786.88,960770.925
965.64,511.76,478.7,865.1,1162479.4
705.52,330.13,598.55,642.37,856662.9429
357.86,692.65,159.47,110.61,153605.0705
986.77,617.36,476.37,737.68,1201381.09
517.13,450.92,672.17,358.98,719594.9258
367.38,210.96,252.26,315.2,198918.372
357.82,929.72,649.25,758.65,550319.3649
192.07,798.43,659.01,717.54,471902.605
726.05,112.06,997.14,638.26,1522075.042
230.45,241.18,819.49,524.94,725196.0026
220.47,719.5,138.79,238.95,68108.635
892.34,538.52,540.39,651.65,1088943.678
524.03,240.14,771.74,589.4,870779.4685
701.25,797.24,571.44,232.44,818527.6761
342.05,545.64,647.47,479.72,536695.3234
751.39,385.09,927.65,968.09,1426089.545
579.72,320.35,936.97,506.29,1214494.349
800.73,998.2,749.4,152.48,1202921.373
608.95,366.33,214.94,598.26,417617.5661
815.63,253.34,243.88,123.52,724853.2713
176.14,234.81,253.33,727.07,95928.4585
457.62,985.52,539.45,928.71,501351.0769
130.77,552.23,577.83,415.99,351404.2918
744.39,924.68,480.81,897.68,786192.4082
123.71,565.46,234.6,638.78,70980.1041
646.05,397.74,630.74,193.57,815407.1201
753.42,646.84,294.73,616.51,655123.9793
150.09,126.47,371.81,956.46,161726.1442
459.48,220.47,449.73,354.4,413733.3433
311.87,726.73,101.64,785.35,108378.9365
261.56,115.56,660.78,769.57,505813.412
157.84,777.7,727.25,318.79,554124.8181
242.8,711.47,258.63,724.92,126566.2369
681.2,371.58,612.79,898.77,840443.7941
389.23,271.78,862.86,752.1,896779.4725
413.52,683.97,463.27,583.79,386201.6733
189.73,362.18,503.62,177.87,289808.4473
741.05,166.83,191.99,370.32,586385.5826
401.04,201.55,991.1,228.24,1143340.532
942.62,893.27,859.83,218.33,1628058.423
913.15,233.34,456.51,550.19,1042794.493
233.98,822.72,416.5,985.48,229204.3704
454.51,937.95,887.84,555.86,995395.0657
130.14,159.65,664.65,617.63,459313.6721
911.37,582.31,236.61,826.87,887406.439
572.05,261.37,759.17,175.9,903756.1914
533.68,855.06,766.91,769.94,873735.2305
926.62,707.98,434.48,423.31,1047820.805
